Time_s,AccX_raw,AccY_raw,AccZ_raw,GyroX_raw,GyroY_raw,GyroZ_raw,Temp_C
78.076000,15179,-8387,17882,-32764,-32764,-12180,25.24
78.086000,11345,-4418,15887,-32764,-32764,-17554,25.21
78.104000,11887,8233,8375,-32653,-32764,-23142,25.21
78.142000,6609,16312,-14059,5762,-14010,-12403,25.26
78.156000,7708,12524,-14641,8621,-4861,-5087,25.19
78.166000,7044,9939,-12090,8873,306,-951,25.25
78.179000,6825,8620,-9129,8675,4450,467,25.25
78.189000,7509,9129,-8717,10727,8223,-12,25.30
78.199000,7819,10251,-8863,14493,12064,-854,25.30
78.216000,6851,11199,-11202,21390,21744,-5044,25.26
78.226000,6442,10695,-11722,26418,28073,-7118,25.25
78.236000,6417,10027,-11278,32154,32764,-9520,25.25
78.253000,6733,8471,-7737,32764,32764,-15191,25.27
78.263000,6935,8556,-5262,32764,32764,-17813,25.26
78.273000,7496,8894,-2444,32764,32764,-19517,25.26
78.291000,9266,8923,2640,32764,32764,-19348,25.27
78.329000,14229,6925,11797,15190,32764,-6053,25.26
78.339000,17070,7738,14504,4407,26860,-700,25.21
78.349000,19566,8005,17311,-5864,16413,4407,25.21
78.365000,24783,7080,21550,-24990,-4329,10549,25.26
78.375000,26048,5488,21469,-30554,-12263,11229,25.26
78.385000,26070,3536,19031,-32764,-20202,10054,25.26
78.404000,21078,-211,15574,-32764,-32026,4035,25.28
78.414000,18547,-1196,14897,-32764,-32764,191,25.28
78.424000,16902,-23,14938,-32764,-32764,-2581,25.29
78.441000,14849,4681,14846,-32764,-32764,-4217,25.27
78.451000,14043,7850,13533,-32764,-32764,-3263,25.27
78.461000,12616,10551,11105,-32764,-32764,-2369,25.26
78.516000,7889,11206,-7230,-14189,-27956,645,25.23
78.526000,7343,11143,-9417,-11042,-22373,1125,25.23
78.536000,6678,11450,-11255,-6932,-15811,1345,25.24
78.640000,5917,7885,-5440,32764,32764,-24840,25.27
78.666000,6827,9618,683,32764,32764,-30848,25.28
78.704000,12022,13392,11967,32764,32764,-25282,25.30
78.714000,14719,13448,15407,31438,32764,-17217,25.27
78.724000,15995,14772,18309,14961,25045,-7762,25.27
78.740000,18493,14387,22370,-31324,-1168,10291,25.31
78.750000,19108,12460,23823,-32764,-10683,17768,25.28
78.760000,19589,10248,23056,-32764,-21443,21958,25.28
78.779000,19742,6760,19953,-32764,-32764,19388,25.26
78.789000,18537,4488,20295,-32764,-32764,12703,25.29
78.799000,17836,4073,20535,-32764,-32764,6743,25.29
78.817000,15247,5614,20730,-32764,-32764,-2199,25.26
78.827000,14352,8209,19059,-32764,-32764,-5167,25.25
78.837000,13953,11290,16837,-32764,-32764,-6313,25.25
78.854000,11966,15427,9518,-32596,-32764,-6171,25.28
78.864000,9770,15709,4866,-23784,-32619,-4696,25.30
78.874000,8481,14367,1153,-13946,-28185,-2915,25.30
78.891000,8981,10470,-2570,2002,-18413,-1231,25.28
78.966000,7337,9648,-9380,21926,17933,-1787,25.26
78.976000,6245,10580,-9894,27127,24547,-2359,25.26
78.986000,6250,10958,-8510,32745,30471,-3354,25.28
79.004000,7071,10958,-3735,32764,32764,-4765,25.26
79.014000,7746,10770,-979,32764,32764,-4709,25.26
79.024000,8720,10386,1534,32764,32764,-3928,25.25
79.041000,11217,9017,7265,32764,32764,-281,25.26
79.051000,13069,7623,9567,32764,32764,3045,25.26
79.061000,14453,5710,12204,31774,28915,7463,25.26
79.078000,17746,1998,17066,761,14314,17203,25.28
79.088000,20192,529,18786,-20199,5402,20082,25.28
79.098000,23048,-1627,19401,-32764,-4099,22282,25.28
79.114000,27834,-5371,17847,-32764,-19507,16665,25.29
79.124000,28191,-7521,17283,-32764,-23318,11926,25.26
79.134000,26787,-10064,17070,-32764,-26564,4385,25.26
79.154000,20698,-10898,15932,-32764,-32395,-11416,25.30
79.178000,16175,-4475,15152,-32764,-32764,-18773,25.26
79.188000,14903,-542,15323,-32764,-32764,-17850,25.26
79.198000,13783,6071,13188,-32764,-32764,-15670,25.25
79.266000,6072,9685,-8888,-140,-17559,-3822,25.25
79.276000,5839,9693,-9640,310,-13035,-3323,25.28
79.286000,5643,9612,-9847,1028,-8218,-4243,25.28
79.303000,6642,10118,-10619,6069,1447,-7180,25.28
79.313000,6871,10524,-11546,10793,5378,-8668,25.25
79.323000,5635,11175,-13726,15335,13713,-11599,25.25
79.341000,3393,11836,-16679,25870,27716,-15714,25.30
79.351000,2669,11900,-16990,31977,32764,-18399,25.30
79.416000,2997,14015,4062,32764,32764,-32764,25.25
79.426000,3913,15929,7576,32764,32764,-32764,25.25
79.436000,5633,16389,10783,32764,32764,-32764,25.32
79.453000,8887,17061,18396,32764,32764,-32764,25.29
79.463000,12414,18131,19495,32764,32764,-30112,25.29
79.473000,13799,18815,21199,24185,28083,-23819,25.29
79.490000,15213,17758,24111,-10684,-4159,-5204,25.29
79.500000,14455,17226,24085,-31469,-14418,134,25.29
79.510000,12098,16650,22771,-32764,-25809,4467,25.27
79.529000,8756,16481,20619,-32764,-32764,5035,25.29
79.539000,7530,16039,20229,-32764,-32764,3489,25.29
79.549000,6858,16496,18954,-32764,-32764,1170,25.27
79.566000,7348,16613,16227,-32764,-32764,-375,25.23
79.576000,7178,15307,16057,-32764,-32764,-212,25.23
79.587000,7259,14491,15933,-32764,-32764,-1615,25.25
79.604000,8148,12959,15771,-32764,-32764,-6317,25.25
79.614000,8290,12278,14342,-30805,-32764,-8605,25.26
79.624000,8022,11368,13392,-24358,-32764,-10262,25.23
79.641000,7246,12267,10890,-15693,-32764,-11452,25.23
79.651000,6486,14282,8930,-11353,-32764,-10186,25.29
79.717000,1071,17947,-10757,4178,-18733,9162,25.26
79.739000,-1149,14549,-15624,6354,4494,9158,25.23
79.749000,-352,13480,-14794,10348,15288,8187,25.28
79.759000,758,12727,-12967,16852,25305,6309,25.28
79.769000,1423,11665,-10751,24572,32762,3478,25.29
79.790000,3051,10284,-5381,32764,32764,-5443,25.29
79.800000,3587,10125,-3362,32764,32764,-10363,25.30
79.810000,4048,10569,-687,32764,32764,-15482,25.30
79.828000,5695,11456,4637,32764,32764,-21627,25.26
79.838000,5556,11678,6527,32764,32764,-23321,25.26
79.848000,5727,12394,9280,32764,32764,-23347,25.28
79.866000,7895,16860,14982,32764,32764,-19760,25.25
79.876000,9181,18430,17775,32760,32764,-15081,25.25
79.886000,10662,20268,19961,24212,32764,-8803,25.27
79.904000,13065,19715,22015,147,16878,3922,25.28
79.914000,13463,17315,22209,-13328,5268,9722,25.28
79.924000,13198,15000,20864,-25438,-5309,13351,25.28
79.941000,12739,11165,17177,-32764,-19944,13312,25.32
79.951000,12507,9708,15075,-32764,-25307,10962,25.32
79.961000,11758,8775,13365,-32764,-28965,8006,25.30
79.978000,12508,8627,13121,-32764,-32764,2895,25.30
79.988000,12590,9196,13095,-32764,-32764,974,25.30
79.999000,11601,9729,13217,-32764,-32764,-48,25.29
80.009000,10811,10225,13358,-32764,-32764,-285,25.29
80.019000,11269,11065,13399,-32764,-32764,-438,25.29
80.029000,11109,11895,13024,-32764,-32764,9,25.29
80.039000,10420,13113,12455,-32764,-32764,933,25.30
80.054000,10102,14019,10937,-32764,-32764,1191,25.25
80.064000,9914,14073,9657,-32764,-32764,601,25.25
80.074000,9619,13997,7961,-30400,-32764,483,25.29
80.165000,7724,8662,-6737,8266,-3577,7504,25.31
80.175000,7831,8088,-7747,10039,617,6715,25.27
80.185000,8094,7941,-8705,12878,6826,5228,25.27
80.203000,7467,7649,-11404,22585,24674,465,25.27
80.213000,7054,7080,-11450,31574,32764,-3398,25.26
80.223000,6547,5842,-10906,32764,32764,-7645,25.26
80.241000,6184,6490,-5831,32764,32764,-18991,25.29
80.265000,7893,7191,4998,32764,32764,-30359,25.32
80.275000,8026,8685,9342,32764,32764,-31609,25.30
80.285000,10132,13519,13122,32764,32764,-28656,25.30
80.295000,12699,16619,17460,32764,32764,-21384,25.26
80.305000,15260,18476,21756,27603,25708,-10401,25.26
80.317000,18113,19390,23330,-3043,8353,4790,25.33
80.327000,19315,18768,23459,-32481,-7716,15591,25.31
80.337000,19518,16081,23394,-32764,-23421,22421,25.31
80.354000,18909,9857,18970,-32764,-32764,23147,25.28
80.364000,16275,7080,15441,-32764,-32764,18777,25.28
80.374000,13417,5153,14527,-32764,-32764,12689,25.28
80.391000,10523,5103,14138,-32764,-32764,2013,25.30
80.401000,9829,6427,14779,-32764,-32764,-2528,25.30
80.411000,10260,9733,13618,-32764,-32764,-6300,25.29
80.429000,12114,9704,10010,-32764,-32764,-12726,25.32
80.466000,9492,9216,-2730,4658,-20170,-18924,25.30
80.476000,8769,9910,-7167,9814,-13518,-18314,25.30
80.486000,6425,10324,-12671,13447,-5130,-17043,25.31
80.503000,2127,11081,-18727,16635,11652,-15395,25.28
80.513000,2443,11727,-17926,18863,21777,-15759,25.28
80.523000,3039,13296,-15832,23599,32043,-16663,25.30
80.541000,3032,14310,-11204,32764,32764,-20039,25.28
80.551000,2432,14293,-8550,32764,32764,-23550,25.28
80.579000,1650,14151,-2598,32764,32764,-32764,25.26
80.589000,619,14918,-1275,32764,32764,-32764,25.26
80.599000,573,15640,682,32764,32764,-32764,25.27
80.616000,1270,18734,2730,32764,32764,-32764,25.27
80.626000,1944,20544,4405,32764,32764,-32067,25.32
80.636000,3035,22011,6033,32764,32764,-26895,25.32
80.654000,4857,22954,9178,25830,32764,-17213,25.27
80.664000,6208,23034,10061,18818,25945,-11035,25.26
80.674000,7250,22409,10314,12331,15887,-5639,25.26
80.691000,8165,18417,11227,557,166,4065,25.29
80.701000,7061,16106,9510,-7631,-7269,6263,25.28
80.711000,5922,14146,7866,-15366,-13021,8313,25.28
80.766000,3230,16258,-239,-9488,-13906,798,25.30
80.789000,4005,9666,-4797,1045,-3020,-12135,25.28
80.799000,3398,8631,-5125,6447,-1034,-14533,25.28
80.809000,2653,8847,-5400,10279,1705,-17340,25.28
80.841000,2226,10016,-4515,6106,6138,-21700,25.30
80.851000,1717,11900,-4927,6263,6984,-21622,25.30
80.861000,1533,14296,-5376,8751,6837,-20437,25.28
80.878000,1005,17306,-3705,11034,6946,-17421,25.27
80.888000,197,17891,-3667,9880,6626,-16016,25.27
80.898000,-720,17953,-3201,8442,6139,-14387,25.30
80.916000,-2681,17865,-2441,9492,5237,-13864,25.30
80.926000,-3134,18782,-1286,11357,4735,-15016,25.30
80.936000,-2302,18565,-1093,13177,3344,-15641,25.29
80.953000,-1684,17979,748,10496,2187,-13397,25.32
80.963000,-2016,17131,-324,7787,1741,-11214,25.32
80.973000,-2401,17686,-2674,6586,32,-7086,25.32
80.991000,1781,17150,1402,-68,-1975,-244,25.28
81.001000,604,16471,1033,-4602,-1961,5752,25.28
81.011000,135,12682,-829,-6667,-2515,10912,25.26
81.029000,-1740,16290,-474,-13051,-4093,19139,25.28
81.039000,-3210,19231,267,-16824,-3878,16268,25.28
81.049000,-2600,19055,-598,-19760,-4744,10100,25.22
81.066000,-1829,16851,709,-20263,-8776,8459,25.27
81.076000,-2057,16108,1559,-15218,-7955,7179,25.27
81.086000,-2482,17725,1360,-9477,-6853,3749,25.25
81.104000,-637,18994,-235,-141,-5591,-4832,25.25
81.114000,-173,18113,-16,2944,-5207,-6427,25.28
81.124000,-49,17080,-655,4217,-4383,-4838,25.28
81.141000,478,16292,-2913,7346,-4955,252,25.26
81.151000,506,16513,-3288,9768,-6321,3106,25.29
81.161000,363,17169,-3914,11445,-7061,6119,25.29
81.179000,801,18241,-3122,10509,-6662,11389,25.28
81.189000,282,19550,-2796,7929,-5350,11741,25.32
81.199000,-144,20159,-2251,2900,-3216,9902,25.32
81.216000,8,19386,-202,-4038,2301,3478,25.28
81.231000,545,16951,517,-6637,6588,92,25.29
81.241000,950,15742,401,-8135,7455,-1273,25.29
81.253000,1446,14782,-98,-5328,7506,-2953,25.32
81.263000,1424,14480,-433,-1670,6249,-3815,25.26
81.273000,1455,14526,-103,431,3689,-4680,25.26
81.291000,2347,14337,1699,2162,1206,-4583,25.32
81.311000,2047,15895,677,1632,1792,-2314,25.30
81.321000,1762,16849,55,819,1953,-1635,25.25
81.331000,1456,17907,-964,-1426,1198,-1266,25.25
81.341000,1747,18364,-1016,-2992,731,-1453,25.26
81.351000,1783,18348,-687,-3816,997,-1495,25.26
81.366000,1591,17432,-176,-3404,1705,-933,25.30
81.376000,1120,16986,-472,-2790,1949,-693,25.30
81.386000,611,16115,-539,-1286,1280,-971,25.28
81.404000,-660,15283,-680,2170,218,-2012,25.31
81.414000,-831,15207,-669,2839,390,-2804,25.31
81.424000,-951,15362,-577,2356,548,-4064,25.29
81.441000,-574,15302,-573,963,780,-5378,25.26
81.451000,-152,15828,-473,308,821,-5191,25.26
81.461000,155,16147,-431,-593,640,-4532,25.30
81.479000,152,16923,451,-2293,1773,-2286,25.28
81.489000,-29,17186,98,-4920,2858,-757,25.28
81.499000,-32,17288,-344,-5884,3430,627,25.31
81.516000,-894,16713,-515,-4553,3147,2077,25.27
81.526000,-1408,16286,-525,-2977,2534,2037,25.27
81.536000,-1579,16278,-144,-326,1762,1038,25.28
81.554000,-976,16417,165,1114,892,-2943,25.29
81.564000,-121,15814,341,914,855,-3968,25.29
81.574000,624,15059,13,-414,598,-3367,25.33
81.628000,43,18068,968,-1547,569,1039,25.32
81.638000,299,18571,794,-2127,702,1017,25.31
81.648000,346,18773,39,-2623,356,1088,25.31
81.666000,624,17874,1005,-1785,-96,614,25.30
81.676000,462,16938,1060,-905,209,265,25.25
81.686000,137,15975,912,-323,802,428,25.25
81.703000,-867,15287,117,-924,848,680,25.31
81.713000,-1036,15086,-15,-1244,222,4,25.32
81.723000,-1150,14797,212,-1510,-274,-867,25.32
81.741000,-1131,14305,556,-2790,-425,-2152,25.31
81.751000,-1041,14367,395,-2996,125,-2047,25.32
81.761000,-1205,14736,227,-3114,529,-1295,25.32
81.779000,-1114,16302,25,-2613,602,-970,25.32
81.789000,-684,17765,-234,-872,50,-613,25.30
81.799000,-228,17595,-4652,-285,-229,8079,25.30
81.816000,255,20384,2168,2205,-14,298,25.31
81.835000,-304,20775,-59,1107,3644,7275,25.30
81.845000,1449,20489,-415,-133,2442,7045,25.30
81.855000,1446,19460,88,-239,1482,6814,25.28
81.865000,813,18125,477,202,1368,7297,25.34
81.875000,349,17093,791,464,1028,8129,25.34
81.891000,211,16952,1129,873,1112,9089,25.28
81.901000,1317,17415,1273,1344,1725,10739,25.28
81.911000,2520,18546,1377,1945,2523,12619,25.28
81.929000,4528,22756,-779,4952,1753,16994,25.32
81.939000,4940,24415,-1271,6634,-790,18186,25.32
81.949000,4941,24736,-1264,7622,-3489,18822,25.31
81.966000,3669,21942,836,8511,-3231,18622,25.29
81.976000,3139,19512,879,8217,-1511,18619,25.29
81.986000,2904,17735,552,7521,-547,18820,25.28
81.996000,2496,17213,278,5824,-202,18668,25.28
82.006000,2512,16203,651,5878,-748,19034,25.29
82.016000,3167,14641,733,7347,-678,19919,25.29
82.026000,4370,13878,158,9110,-1051,20732,25.37
82.041000,6412,12949,1702,10011,-1562,24721,25.29
82.051000,6424,12841,1954,8926,-354,26397,25.29
82.061000,6589,13301,1156,7324,736,26616,25.30
82.078000,7452,13265,-937,6998,863,26879,25.30
82.088000,8090,13800,-976,6003,298,27213,25.23
82.098000,8888,14170,-433,3529,882,27350,25.23
82.116000,11706,13991,-3071,-165,3447,31263,25.26
82.126000,11259,12933,-3548,-3732,3404,32602,25.31
82.136000,9683,11930,-1906,-8575,4401,32764,25.31
82.154000,8385,10616,-1790,-14275,8505,32763,25.32
82.164000,8051,9665,-2406,-15827,8495,30594,25.28
82.174000,7853,8396,-3405,-13842,6958,26658,25.28
82.191000,9453,6315,-2264,-7128,4408,22651,25.28
82.201000,10070,5539,-2083,-1988,3070,20720,25.31
82.211000,10599,4728,-1556,2033,2866,18690,25.31
82.229000,12391,3576,-957,6451,2678,16215,25.33
82.239000,13553,3253,44,8645,2955,15979,25.30
82.249000,14128,3843,-133,6905,2733,16390,25.30
82.266000,15060,3507,114,-1874,765,16817,25.28
82.276000,15001,2302,2245,-5520,2191,17550,25.27
82.286000,14649,1961,3660,-11149,5565,18069,25.27
82.304000,15385,1962,2327,-16034,9584,17194,25.31
82.314000,14991,1911,2861,-18042,9684,15871,25.28
82.324000,15523,1116,3430,-19789,10521,15175,25.28
82.341000,16032,-367,2615,-20973,11009,17064,25.28
82.362000,14106,-3055,-385,-20525,7196,19139,25.28
82.372000,12912,-4670,-741,-18149,4943,19415,25.29
82.382000,12201,-5142,-330,-15193,3067,17962,25.29
82.392000,11866,-5437,117,-12105,2333,14190,25.30
82.402000,12092,-5777,315,-9332,1912,11114,25.30
82.416000,12299,-5479,1281,-6225,1606,7324,25.32
82.426000,12574,-5307,2706,-5030,1447,4473,25.32
82.436000,13372,-4612,2927,-3555,1148,1440,25.29
82.453000,14953,-3429,4482,-105,540,-3438,25.31
82.463000,16328,-3416,4777,2298,-689,-4689,25.31
82.473000,17035,-3317,4935,6114,-2501,-5875,25.32
82.529000,17946,-4054,6002,26041,-22441,-20692,25.28
82.539000,18552,-3378,6581,29034,-25217,-23331,25.28
82.549000,19069,-2818,6804,30441,-27648,-25971,25.34
82.566000,19401,-2132,6021,32705,-30171,-27980,25.27
82.576000,18660,-1708,5644,32351,-31060,-27394,25.27
82.586000,17579,-1304,4317,29301,-31353,-26111,25.32
82.604000,16293,-1747,2884,18992,-29304,-19200,25.32
82.614000,15699,-1532,2251,10657,-28510,-14767,25.32
82.624000,15183,-980,2091,1769,-27890,-10103,25.32
82.641000,14153,2151,497,-9411,-25995,-4121,25.30
82.651000,13090,3933,-1495,-11159,-26561,-3868,25.33
82.661000,11603,5261,-3134,-12089,-26532,-4404,25.33
82.679000,8667,6317,-7693,-9713,-25616,-7509,25.33
82.689000,7893,6443,-9710,-6790,-26089,-9151,25.30
82.699000,7470,7063,-10778,-2869,-25750,-10846,25.30
82.753000,6573,14034,-17817,8019,-12497,-5175,25.33
82.763000,6080,13602,-17654,10088,-11433,-4907,25.32
82.773000,5436,12346,-16360,12593,-10846,-5079,25.32
82.791000,5141,10230,-14957,15677,-9637,-3989,25.29
82.801000,5001,9906,-15260,15764,-8582,-2752,25.31
82.811000,4842,9495,-16029,14823,-6402,-791,25.31
82.828000,3527,8999,-16211,10669,-498,2972,25.29
82.838000,3029,8766,-17473,9454,2125,4302,25.29
82.848000,2775,8468,-18607,8716,5362,5783,25.30
82.866000,2526,7441,-19007,7318,12586,7956,25.34
82.888000,4233,5818,-16783,7688,16466,12711,25.28
82.898000,5227,5438,-14213,7467,18347,14801,25.28
82.908000,5934,4629,-12273,6922,20772,15554,25.31
82.942000,7202,2113,-10559,-274,27302,17892,25.28
82.952000,8260,1469,-9285,-1970,28616,19232,25.28
82.962000,9071,1081,-8359,-3674,29916,20653,25.33
82.979000,9873,235,-6628,-7436,32389,22192,25.28
82.989000,10775,-682,-5914,-9863,32764,23151,25.28
82.999000,11227,-1838,-5326,-11875,32760,24197,25.28
83.016000,11253,-4027,-3635,-14998,32737,27154,25.29
83.026000,11870,-5192,-3049,-15402,32764,28916,25.29
83.036000,11886,-5821,-2187,-16697,32764,29859,25.30
83.054000,11387,-7108,-496,-20723,32764,29687,25.30
83.064000,11093,-7870,-533,-23024,32764,29004,25.30
83.074000,10906,-9140,1372,-24275,32764,28792,25.30
83.091000,10782,-10661,2851,-24707,32764,30083,25.30
83.101000,10652,-11697,3099,-24892,32764,31003,25.32
83.111000,10135,-13334,3883,-24235,32764,32400,25.32
83.128000,7353,-16382,5674,-18166,32764,32763,25.33
83.140000,4987,-18001,6128,-14318,32764,30107,25.29
83.150000,3626,-18327,6846,-11993,32764,26753,25.29
83.160000,2809,-18576,7852,-10947,30902,22391,25.33
83.170000,2595,-19010,9561,-8036,24298,16203,25.33
83.180000,3532,-21629,14143,-4974,17858,7899,25.30
83.190000,4890,-24169,16746,681,10716,-3448,25.30
83.203000,10098,-28106,16410,15262,-4964,-24719,25.32
83.213000,12681,-25842,15881,22092,-14317,-32764,25.30
83.223000,14476,-23024,15925,28797,-26099,-32764,25.30
83.241000,13504,-17308,17619,26620,-32764,-32764,25.32
83.251000,12529,-14697,15833,19623,-32764,-32764,25.30
83.261000,10931,-11442,13920,11186,-32369,-32764,25.30
83.279000,10062,-7700,9300,-3500,-31565,-32764,25.30
83.289000,9553,-5648,7645,-9904,-30894,-32764,25.28
83.299000,9326,-3592,6025,-14476,-30375,-32764,25.28
83.316000,9508,246,1888,-17832,-30240,-32764,25.32
83.326000,9134,2351,1008,-17271,-31172,-32764,25.32
83.336000,9115,4522,-645,-15406,-31347,-32764,25.30
83.355000,9229,8313,-4839,-10030,-29564,-28551,25.33
83.365000,8183,9200,-7909,-7437,-27518,-26756,25.33
83.375000,7295,9149,-10151,-5203,-23893,-22660,25.31
83.391000,4100,14458,-13838,-993,-16409,-19574,25.36
83.413000,8284,17285,-15569,4603,-7747,-15316,25.35
83.423000,10961,18221,-15118,5672,-5112,-12063,25.35
83.433000,12344,18959,-14656,7275,-3044,-9627,25.31
83.443000,12264,18945,-14972,9448,-2088,-8001,25.31
83.453000,11417,17853,-14861,13056,-2100,-7145,25.31
83.466000,9858,15675,-13655,17564,-1410,-5978,25.30
83.478000,9462,14343,-13196,20756,290,-3951,25.30
83.488000,8891,14518,-12258,21132,2992,120,25.35
83.503000,10410,14147,-11414,16560,7007,4976,25.32
83.578000,12331,6054,-1596,-19962,32759,32764,25.28
83.588000,13333,3931,-3288,-24497,32764,32764,25.28
83.598000,13439,2399,-5146,-26268,32764,32764,25.28
83.654000,9146,-7725,-207,-15792,22337,26765,25.32
83.664000,10234,-10399,3731,-12932,17574,26080,25.33
83.674000,11093,-10953,3105,-11192,16562,26574,25.33
83.691000,12102,-9481,2600,-10738,10940,27637,25.33
83.701000,11460,-9800,4571,-12536,10106,25911,25.30
83.711000,10763,-10270,6432,-13171,11540,24471,25.30
83.729000,9440,-11451,9167,-14540,14747,19318,25.33
83.739000,9871,-13578,8927,-13430,16639,17936,25.30
83.749000,9509,-14816,8721,-10603,15035,16180,25.30
83.766000,8818,-16551,10355,-4353,9957,9446,25.32
83.776000,8074,-17318,10465,-1157,7487,4735,25.32
83.786000,8178,-19672,10400,2175,2396,1275,25.32
83.804000,8169,-22522,12851,5885,-3213,-1308,25.32
83.814000,9846,-23056,12478,8692,-6240,-930,25.32
83.824000,10401,-23410,13131,11564,-10835,-4575,25.32
83.841000,8721,-25572,13377,6653,-12373,-10585,25.31
83.851000,8870,-26585,11991,1248,-12119,-13496,25.31
83.861000,8251,-26012,9887,-2529,-11147,-16210,25.29
83.916000,545,-17263,-4007,13028,-19174,-32764,25.33
83.940000,-1733,-9702,47,18269,-26474,-32764,25.36
83.950000,-2824,-7417,1844,17021,-26459,-32764,25.31
83.960000,-2901,-3690,3682,15073,-27130,-32764,25.31
83.970000,-565,2003,4944,14185,-30756,-32764,25.29
83.991000,7606,19729,1919,5473,-31954,-32764,25.30
84.001000,11062,22750,-2472,-2327,-24412,-32764,25.30
84.011000,11518,23621,-9069,-8467,-15968,-28196,25.32
84.029000,8624,24167,-15000,-12193,-5423,-16901,25.28
84.039000,6975,23339,-14093,-11262,-2243,-14780,25.28
84.049000,6227,22363,-12545,-9198,431,-13337,25.31
84.066000,6972,22670,-9339,-3864,1239,-11672,25.31
84.076000,7986,23442,-8192,1123,1127,-10590,25.30
84.086000,8665,24861,-7970,6215,-992,-9015,25.30
84.104000,10737,25700,-6535,10241,-3190,-2353,25.31
84.114000,11585,26035,-6185,11234,-2639,4727,25.30
84.124000,11666,25752,-6560,10769,-883,11353,25.30
84.179000,9835,15820,-5419,-11928,13155,32764,25.31
84.216000,11030,9683,-1990,-18669,14313,32764,25.32
84.226000,11532,9111,-2133,-19115,13895,32764,25.29
84.236000,11665,8939,-2384,-19125,11588,32764,25.29
84.253000,10662,6833,-2173,-19067,7380,32764,25.31
84.263000,9328,5614,-247,-17661,8826,32764,25.30
84.273000,7400,4839,-72,-16596,12944,32764,25.30
84.291000,3155,925,-1711,-20686,20520,32764,25.33
84.301000,-151,-3060,-2232,-23260,22974,32764,25.33
84.311000,-2749,-7536,-2377,-26830,22038,32764,25.27
84.328000,-2044,-14816,-2854,-22970,8692,32764,25.32
84.338000,-3026,-18748,-1690,-12009,3701,32764,25.32
84.348000,-4195,-22062,-96,-4730,-2103,32764,25.34
84.366000,-2142,-25590,2102,5372,-7161,27863,25.30
84.376000,-1818,-26326,2558,8109,-8634,24088,25.30
84.386000,-1867,-26688,2589,8851,-9818,20605,25.29
84.404000,-3248,-29747,3454,10826,-9608,14700,25.35
84.414000,-4167,-29885,3787,10328,-6984,9648,25.35
84.424000,-3478,-29484,4161,7377,-5113,3914,25.32
84.441000,-2336,-27920,5053,1141,-1932,-3613,25.27
84.465000,-1824,-26541,905,-1649,-2533,-15166,25.28
84.475000,-1543,-27405,2868,-81,-2730,-20216,25.28
84.485000,-1230,-27537,3088,2262,-3093,-25957,25.30
84.495000,-1221,-27696,1758,3944,-3535,-31316,25.30
84.516000,-460,-25259,2229,5840,-6204,-32764,25.31
84.526000,-232,-22846,3101,7400,-6704,-32764,25.31
84.536000,-307,-19610,2986,6409,-6676,-32764,25.32
84.554000,-698,-12134,5037,-631,-8327,-32764,25.28
84.564000,-596,-8446,5338,-2080,-7914,-32764,25.28
84.574000,888,-2391,4181,-2060,-8673,-32764,25.30
84.591000,2576,3272,4678,806,-12587,-32764,25.30
84.601000,2738,3935,5371,1347,-14191,-32764,25.31
84.611000,4500,5363,2977,1833,-15851,-32764,25.31
84.628000,6884,8896,2611,-1104,-19689,-32764,25.31
84.638000,9520,12684,1174,181,-21229,-32764,25.33
84.648000,11576,17145,-344,4095,-22760,-32764,25.33
84.666000,8411,20716,-4270,4021,-24199,-32764,25.32
84.676000,6968,20452,-6615,4087,-21411,-32764,25.36
84.686000,4764,21070,-8662,2790,-17493,-29189,25.36
84.703000,4820,23607,-10040,-953,-9972,-20682,25.35
84.713000,4944,24232,-10631,-377,-6790,-17728,25.27
84.723000,4932,25206,-11009,1385,-3189,-13931,25.27
84.741000,6603,28762,-13162,10890,2078,-7703,25.35
84.751000,6691,30912,-15114,16787,2682,-4327,25.30
84.762000,6878,31602,-14865,22871,2469,22,25.30
84.772000,7614,30324,-13121,25223,4153,3739,25.33
84.782000,7017,28006,-11221,26546,9806,11826,25.33
84.792000,6409,24230,-6644,22719,14926,18458,25.34
84.802000,7045,23559,-7423,22812,20462,27131,25.34
84.816000,9022,20054,-4994,10325,23923,32764,25.34
84.826000,10146,18266,-3721,6329,24068,32764,25.34
84.836000,11226,17869,-1936,2848,23830,32764,25.35
84.854000,10735,15619,-565,-1911,23428,32764,25.34
84.864000,8539,12403,351,-3903,23365,32764,25.34
84.874000,6881,9197,-103,-5145,23477,32764,25.30
84.891000,4246,3186,64,-7236,21122,32764,25.35
84.901000,3221,494,-101,-8876,19944,32764,25.35
84.911000,2252,-3840,-227,-10375,17872,32764,25.35
84.967000,4438,-11742,1192,-11505,14495,32764,25.28
84.990000,458,-18587,3184,-4152,8184,32764,25.32
85.000000,-296,-20828,3350,2025,6505,32764,25.32
85.010000,1519,-22264,606,8122,4508,32764,25.38
85.020000,-1063,-23553,3089,14944,2275,28582,25.38
85.030000,-2005,-24881,3526,18880,-568,17953,25.33
85.041000,-1272,-25421,4514,21465,-4311,9764,25.29
85.051000,-157,-25507,5290,22140,-6492,3210,25.29
85.061000,620,-25359,6323,20654,-7862,-795,25.29
85.078000,3170,-23532,9571,9616,-6014,-2260,25.30
85.088000,3545,-23415,10273,2323,-3495,-1250,25.34
85.098000,3154,-23007,10122,-4741,-529,238,25.34
